DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY			SEQUENCE	CHANGE
10/7/2010	20852631	Antoniou AC	9/19/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20852631	A locus on 19p13 modifies risk of breast cancer in BRCA1 mutation carriers and is associated with hormone receptor-negative breast cancer in the general population.	Breast cancer	"1,193 European ancestry cases, 1,190 European ancestry controls"	"2,974 European ancestry cases, 3,012 European ancestry controls"	19p13.11	19	17278895	"ANKLE1, C19orf62, ABHD8"	"BABAM1, USHBP1"			"ENSG00000105393, ENSG00000130307"			rs8170-A	rs8170	0	8170	synonymous_variant	0	0.17	2E-9	8.698970004336019		1.26	[1.17-1.35]	Illumina [555616]	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST000801	Genome-wide genotyping array				
12/7/2015	25890600	Guo Q	4/18/2015	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/25890600	Identification of novel genetic markers of breast cancer survival.	Breast cancer (survival)	"23,059 European ancestry estrogen-receptor positive cases, 6,881 European ancestry estrogen-receptor negative cases, 8,014 European ancestry cases"		2q24.3	2	162922103	"KCNH7, BC042876"	KCNH7 - RPL7P61	ENSG00000184611	ENSG00000230282		83336	230148	rs148760487-?	rs148760487	0	148760487	intergenic_variant	1	0.01	2E-8	7.698970004336019		1.88	[1.51-2.34]	"Affymetrix, Illumina [9000000] (imputed)"	N	"survival time, breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000714, http://www.ebi.ac.uk/efo/EFO_0000305"	GCST002861	Genome-wide genotyping array				
10/22/2021	34407845	Morra A	8/18/2021	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/34407845	Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.	15-year breast cancer-specific survival (grade 3 tumor)	"22,737 European ancestry individuals"	NA	Xp22.31	X	9469423		TBL1X			ENSG00000101849			rs5934618-?	rs5934618	0	5934618	intron_variant	0	NR	1E-8	8		1.32	[1.2-1.45]	NR [10000000] (imputed)	N	"survival time, breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000714, http://www.ebi.ac.uk/efo/EFO_0000305"	GCST90029044	Genome-wide genotyping array				
10/22/2021	34407845	Morra A	8/18/2021	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/34407845	Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.	15-year breast cancer-specific survival (grade 3 tumor)	"22,737 European ancestry individuals"	NA	2q33.3	2	208183329		C2orf80			ENSG00000188674			rs66871326-?	rs66871326	1	35789824	intron_variant	0	NR	2E-7	6.698970004336019		0.85	[0.8-0.9]	NR [10000000] (imputed)	N	"survival time, breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000714, http://www.ebi.ac.uk/efo/EFO_0000305"	GCST90029044	Genome-wide genotyping array				
10/22/2021	34407845	Morra A	8/18/2021	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/34407845	Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.	15-year breast cancer-specific survival (treated with anthracyclines)	"11,183 European ancestry individuals"	NA	7p14.3	7	30204114		RPS27P16 - ZNRF2	ENSG00000225907	ENSG00000180233		36110	80483	rs34072391-?	rs34072391	1	538302905	intergenic_variant	1	NR	6E-8	7.221848749616356		1.27	[1.17-1.39]	NR [10000000] (imputed)	N	"survival time, breast carcinoma, response to anthracycline-based chemotherapy"	"http://www.ebi.ac.uk/efo/EFO_0000714, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0005257"	GCST90029057	Genome-wide genotyping array				
10/22/2021	34407845	Morra A	8/18/2021	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/34407845	Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.	5-year breast cancer-specific survival (treated with tamoxifen)	"16,279 European ancestry individuals"	NA	5q15	5	94931227		MCTP1			ENSG00000175471			rs72775397-?	rs72775397	0	72775397	3_prime_UTR_variant	0	NR	2E-7	6.698970004336019		1.36	[1.21-1.53]	NR [10000000] (imputed)	N	"response to tamoxifen, survival time, breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0009391, http://www.ebi.ac.uk/efo/EFO_0000714, http://www.ebi.ac.uk/efo/EFO_0000305"	GCST90029062	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42142508		CYP2D7			ENSG00000205702			rs56023519-?	rs56023519	0	56023519	missense_variant	0	NR	5E-35	34.30102999566398		0.407	[-0.471--0.342] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267629	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42252112		TCF20			ENSG00000100207			rs144273287-?	rs144273287	1	141467897	intron_variant	0	NR	2E-24	23.69897000433602		0.392	[-0.467--0.317] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267629	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42035242		WBP2NL			ENSG00000183066			rs133351-?	rs133351	0	133351	intron_variant	0	NR	2E-23	22.69897000433602		0.321	[0.258-0.384] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267629	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	41873624		SREBF2			ENSG00000198911			rs133291-?	rs133291	0	133291	intron_variant	0	NR	1E-17	17		0.317	[-0.39--0.244] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267629	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	41372858		TEF			ENSG00000167074			rs5751086-?	rs5751086	0	5751086	intron_variant	0	NR	4E-9	8.397940008672037		0.219	[-0.292--0.146] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267629	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	(Z)-4-hydroxytamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42142507		CYP2D7			ENSG00000205702			rs3021082-?	rs3021082	0	3021082	stop_gained	0	NR	4E-9	8.397940008672037		0.153	[-0.204--0.102] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267630	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	(Z)-4-hydroxytamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42035242		WBP2NL			ENSG00000183066			rs133351-?	rs133351	0	133351	intron_variant	0	NR	2E-8	7.698970004336019		0.137	[0.089-0.184] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267630	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	N-desmethyl tamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42224934		TCF20			ENSG00000100207			rs5751245-?	rs5751245	0	5751245	intron_variant	0	NR	5E-14	13.301029995663981		0.173	[0.128-0.218] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267631	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	N-desmethyl tamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42120362		NDUFA6-DT			ENSG00000237037			rs5751221-?	rs5751221	0	5751221	intron_variant	0	NR	7E-11	10.154901959985743		0.162	[0.113-0.21] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267631	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	N-desmethyl tamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	41873624		SREBF2			ENSG00000198911			rs133291-?	rs133291	0	133291	intron_variant	0	NR	2E-9	8.698970004336019		0.147	[0.099-0.195] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267631	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	N-desmethyl tamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42020052		WBP2NL			ENSG00000183066			rs133335-?	rs133335	0	133335	missense_variant	0	NR	2E-8	7.698970004336019		0.127	[-0.171--0.082] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267631	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	N-desmethyl tamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42173993		TCF20			ENSG00000100207			rs2011944-?	rs2011944	0	2011944	intron_variant	0	NR	2E-8	7.698970004336019		0.143	[0.093-0.193] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267631	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen to N-desmethyl tamoxifen ratio  in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42142508		CYP2D7			ENSG00000205702			rs56023519-?	rs56023519	0	56023519	missense_variant	0	NR	3E-65	64.52287874528034		0.593	[-0.661--0.525] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267633	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen to N-desmethyl tamoxifen ratio  in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42252112		TCF20			ENSG00000100207			rs144273287-?	rs144273287	1	141467897	intron_variant	0	NR	7E-39	38.15490195998574		0.554	[-0.637--0.471] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267633	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen to N-desmethyl tamoxifen ratio  in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42035242		WBP2NL			ENSG00000183066			rs133351-?	rs133351	0	133351	intron_variant	0	NR	4E-34	33.39794000867204		0.438	[0.367-0.508] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267633	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	Endoxifen to N-desmethyl tamoxifen ratio  in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	41873624		SREBF2			ENSG00000198911			rs133291-?	rs133291	0	133291	intron_variant	0	NR	2E-30	29.69897000433602		0.468	[-0.548--0.388] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267633	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	(Z)-4-hydroxytamoxifen to tamoxifen ratio in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42142508		CYP2D7			ENSG00000205702			rs56023519-?	rs56023519	0	56023519	missense_variant	0	NR	4E-21	20.397940008672037		0.207	[-0.25--0.164] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267634	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	(Z)-4-hydroxytamoxifen to tamoxifen ratio in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42268966		TCF20			ENSG00000100207			rs5758689-?	rs5758689	0	5758689	intron_variant	0	NR	6E-13	12.221848749616356		0.184	[-0.234--0.134] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267634	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	(Z)-4-hydroxytamoxifen to tamoxifen ratio in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	42035242		WBP2NL			ENSG00000183066			rs133351-?	rs133351	0	133351	intron_variant	0	NR	7E-11	10.154901959985743		0.139	[0.097-0.181] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267634	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	(Z)-4-hydroxytamoxifen to tamoxifen ratio in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA											rs2267448-?	rs2267448	0	2267448		1	NR	7E-11	10.154901959985743		0.141	[0.099-0.184] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267634	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	(Z)-4-hydroxytamoxifen to tamoxifen ratio in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	22q13.2	22	41852856		SREBF2			ENSG00000198911			rs2267440-?	rs2267440	0	2267440	intron_variant	0	NR	5E-9	8.301029995663981		0.143	[0.095-0.19] unit increase	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267634	Genome-wide genotyping array				
4/25/2023	36629403	Khor CC	1/11/2023	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/36629403	Cross-ancestry GWAS defines the extended CYP2D6 locus as the principal genetic determinant of endoxifen plasma concentrations.	(Z)-4-hydroxytamoxifen to tamoxifen ratio in tamoxifen-treated hormone-receptor-positive breast cancer	"148 Singaporean Chinese ancestry individuals, 69 Lebanese ancestry individuals, 280 German ancestry individuals"	NA	6p22.3	6	24876032		RIPOR2			ENSG00000111913			rs3792988-?	rs3792988	0	3792988	intron_variant	0	NR	3E-8	7.522878745280337		0.196	[-0.265--0.127] unit decrease	Illumina [4673513] (imputed)	N	response to tamoxifen	http://www.ebi.ac.uk/efo/EFO_0009391	GCST90267634	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	7q22.3	7	106631389	NR	LARP1BP2 - CCDC71L	ENSG00000243438	ENSG00000253276		315646	22971	rs375468501-?	rs375468501	0	375468501	intron_variant	1	NR	3E-6	5.522878745280337		1.3377686	[1.18-1.51]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	16q22.1	16	67082698	NR	CBFB			ENSG00000067955			rs140538758-?	rs140538758	0	140538758	intron_variant	0	NR	6E-7	6.221848749616356		1.5044404	[1.28-1.77]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	9q21.12	9	70158086	NR	"MAMDC2-AS1, MAMDC2"			"ENSG00000204706, ENSG00000165072"			rs55686336-?	rs55686336	0	55686336	intron_variant	0	NR	3E-6	5.522878745280337		1.5113994	[1.27-1.80]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	22q12.1	22	27918624	NR	PITPNB			ENSG00000180957			rs62235635-?	rs62235635	0	62235635	intron_variant	0	NR	1E-6	6		1.6262683	[1.34-1.98]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	22q12.1	22	28365160	NR	TTC28			ENSG00000100154			rs62237617-?	rs62237617	0	62237617	intron_variant	0	NR	2E-6	5.698970004336019		1.6840287	[1.36-2.09]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	17p13.3	17	919380	NR	NXN			ENSG00000167693			rs118021774-?	rs118021774	0	118021774	intron_variant	0	NR	4E-6	5.3979400086720375		1.8284526	[1.42-2.36]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA				NR							chr5:1227088-?	chr5:1227088	0			1	NR	2E-6	5.698970004336019		1.1522056	[1.09-1.22]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	21q22.3	21	45497121	NR	"COL18A1, SLC19A1"			"ENSG00000182871, ENSG00000173638"			rs73370840-?	rs73370840	0	73370840	intron_variant	0	NR	9E-7	6.045757490560675		1.1648589	[1.10-1.24]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	14q12	14	24401845	NR	NYNRIN			ENSG00000205978			rs7160316-?	rs7160316	0	7160316	intron_variant	0	NR	2E-6	5.698970004336019		0.61414945	[0.50-0.75]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	4q35.1	4	185141891	NR	LINC02436 - SLC25A4	ENSG00000250754	ENSG00000151729		26391	1375	rs79116769-?	rs79116769	0	79116769	intergenic_variant	1	NR	6E-7	6.221848749616356		0.7772595	[0.70-0.86]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
